"學號","院別碼","學院名","系所碼","系所名","score","入學管道碼","入學管道"
410262303,"SG","理工學院","51","資訊工程學系",59,"B2D","申請入學學士班"
410262315,"SG","理工學院","51","資訊工程學系",58,"B2D","申請入學學士班"
410262327,"SG","理工學院","51","資訊工程學系",77,"B2D","申請入學學士班"
410262339,"SG","理工學院","51","資訊工程學系",31,"B2D","申請入學學士班"
410262341,"SG","理工學院","51","資訊工程學系",53,"B2D","申請入學學士班"
410262353,"SG","理工學院","51","資訊工程學系",58,"B2D","申請入學學士班"
410262365,"SG","理工學院","51","資訊工程學系",71,"B2D","申請入學學士班"
410262377,"SG","理工學院","51","資訊工程學系",69,"B2D","申請入學學士班"
410262389,"SG","理工學院","51","資訊工程學系",75,"B2D","申請入學學士班"
410262391,"SG","理工學院","51","資訊工程學系",75,"B2D","申請入學學士班"
410262406,"SG","理工學院","51","資訊工程學系",66,"B3A","分發入學僑生"
410262418,"SG","理工學院","51","資訊工程學系",80,"B1D","學士班指考"
410262420,"SG","理工學院","51","資訊工程學系",70,"B1D","學士班指考"
410262432,"SG","理工學院","51","資訊工程學系",75,"B1D","學士班指考"
410262444,"SG","理工學院","51","資訊工程學系",78,"B1D","學士班指考"
410262456,"SG","理工學院","51","資訊工程學系",82,"B1D","學士班指考"
410262468,"SG","理工學院","51","資訊工程學系",54,"B1D","學士班指考"
410262470,"SG","理工學院","51","資訊工程學系",58,"B1D","學士班指考"
410262482,"SG","理工學院","51","資訊工程學系",80,"B1D","學士班指考"
410262494,"SG","理工學院","51","資訊工程學系",70,"B1D","學士班指考"
410262509,"SG","理工學院","51","資訊工程學系",80,"B1D","學士班指考"
410262511,"SG","理工學院","51","資訊工程學系",51,"B1D","學士班指考"
410262523,"SG","理工學院","51","資訊工程學系",87,"B1D","學士班指考"
410262535,"SG","理工學院","51","資訊工程學系",83,"B1D","學士班指考"
410262547,"SG","理工學院","51","資訊工程學系",76,"B1D","學士班指考"
410262559,"SG","理工學院","51","資訊工程學系",66,"B1D","學士班指考"
410262561,"SG","理工學院","51","資訊工程學系",47,"B1D","學士班指考"
410262573,"SG","理工學院","51","資訊工程學系",59,"B1D","學士班指考"
410262585,"SG","理工學院","51","資訊工程學系",78,"B1D","學士班指考"
410262597,"SG","理工學院","51","資訊工程學系",77,"B1D","學士班指考"
410262614,"SG","理工學院","51","資訊工程學系",43,"B1D","學士班指考"
410262626,"SG","理工學院","51","資訊工程學系",82,"B1D","學士班指考"
410262638,"SG","理工學院","51","資訊工程學系",76,"B1D","學士班指考"
410262640,"SG","理工學院","51","資訊工程學系",84,"B1D","學士班指考"
410271029,"SG","理工學院","54","生命科學系",60,"BAA","體育甄審"
410271031,"SG","理工學院","54","生命科學系",81,"B6C","繁星推薦一般考生"
410271043,"SG","理工學院","54","生命科學系",91,"B6C","繁星推薦一般考生"
410271055,"SG","理工學院","54","生命科學系",86,"B6C","繁星推薦一般考生"
410271067,"SG","理工學院","54","生命科學系",85,"B6C","繁星推薦一般考生"
410271079,"SG","理工學院","54","生命科學系",85,"B6C","繁星推薦一般考生"
410271081,"SG","理工學院","54","生命科學系",76,"B6C","繁星推薦一般考生"
410271093,"SG","理工學院","54","生命科學系",83,"B6C","繁星推薦一般考生"
410271108,"SG","理工學院","54","生命科學系",90,"B6C","繁星推薦一般考生"
410271110,"SG","理工學院","54","生命科學系",90,"B6C","繁星推薦一般考生"
410271122,"SG","理工學院","54","生命科學系",88,"B2D","申請入學學士班"
410271134,"SG","理工學院","54","生命科學系",83,"B2D","申請入學學士班"
410271146,"SG","理工學院","54","生命科學系",86,"B2D","申請入學學士班"
410271158,"SG","理工學院","54","生命科學系",87,"B2D","申請入學學士班"
410271160,"SG","理工學院","54","生命科學系",81,"B2D","申請入學學士班"
410271172,"SG","理工學院","54","生命科學系",77,"B2D","申請入學學士班"
410271184,"SG","理工學院","54","生命科學系",75,"B2D","申請入學學士班"
410271196,"SG","理工學院","54","生命科學系",71,"B2D","申請入學學士班"
410271201,"SG","理工學院","54","生命科學系",69,"B2D","申請入學學士班"
410271213,"SG","理工學院","54","生命科學系",70,"B2D","申請入學學士班"
410271225,"SG","理工學院","54","生命科學系",75,"B2D","申請入學學士班"
410271237,"SG","理工學院","54","生命科學系",61,"B2D","申請入學學士班"
410271249,"SG","理工學院","54","生命科學系",67,"B2D","申請入學學士班"
410271251,"SG","理工學院","54","生命科學系",78,"B2D","申請入學學士班"
410271263,"SG","理工學院","54","生命科學系",79,"B2D","申請入學學士班"
410271275,"SG","理工學院","54","生命科學系",72,"B2D","申請入學學士班"
410271287,"SG","理工學院","54","生命科學系",78,"B2D","申請入學學士班"
410271299,"SG","理工學院","54","生命科學系",68,"B2D","申請入學學士班"
410271304,"SG","理工學院","54","生命科學系",87,"B2D","申請入學學士班"
410271316,"SG","理工學院","54","生命科學系",72,"B2D","申請入學學士班"
410271330,"SG","理工學院","54","生命科學系",78,"B2D","申請入學學士班"
410271342,"SG","理工學院","54","生命科學系",82,"B2D","申請入學學士班"
410271354,"SG","理工學院","54","生命科學系",87,"B2D","申請入學學士班"
410271366,"SG","理工學院","54","生命科學系",84,"B2D","申請入學學士班"
410271378,"SG","理工學院","54","生命科學系",59,"B2D","申請入學學士班"
410271380,"SG","理工學院","54","生命科學系",67,"B2D","申請入學學士班"
410271392,"SG","理工學院","54","生命科學系",57,"B2D","申請入學學士班"
410271407,"SG","理工學院","54","生命科學系",62,"B2D","申請入學學士班"
410271419,"SG","理工學院","54","生命科學系",80,"B2D","申請入學學士班"
410271421,"SG","理工學院","54","生命科學系",73,"B2D","申請入學學士班"
410271433,"SG","理工學院","54","生命科學系",66,"B1D","學士班指考"
410271445,"SG","理工學院","54","生命科學系",85,"B1D","學士班指考"
410271457,"SG","理工學院","54","生命科學系",78,"B1D","學士班指考"
410271469,"SG","理工學院","54","生命科學系",75,"B1D","學士班指考"
410271471,"SG","理工學院","54","生命科學系",61,"B1D","學士班指考"
410271483,"SG","理工學院","54","生命科學系",85,"B1D","學士班指考"
410271495,"SG","理工學院","54","生命科學系",76,"B1D","學士班指考"
410271500,"SG","理工學院","54","生命科學系",63,"B1D","學士班指考"
410271512,"SG","理工學院","54","生命科學系",88,"B1D","學士班指考"
410271524,"SG","理工學院","54","生命科學系",81,"B1D","學士班指考"
410271548,"SG","理工學院","54","生命科學系",59,"B1D","學士班指考"
410271550,"SG","理工學院","54","生命科學系",77,"B1D","學士班指考"
410271562,"SG","理工學院","54","生命科學系",90,"B1D","學士班指考"
410272011,"SG","理工學院","54","生命科學系",88,"B6C","繁星推薦一般考生"
410272023,"SG","理工學院","54","生命科學系",87,"B6C","繁星推薦一般考生"
410272047,"SG","理工學院","54","生命科學系",80,"B6C","繁星推薦一般考生"
410272059,"SG","理工學院","54","生命科學系",87,"B6C","繁星推薦一般考生"
410272061,"SG","理工學院","54","生命科學系",76,"B6C","繁星推薦一般考生"
410272073,"SG","理工學院","54","生命科學系",92,"B6C","繁星推薦一般考生"
410272085,"SG","理工學院","54","生命科學系",90,"B6C","繁星推薦一般考生"
410272097,"SG","理工學院","54","生命科學系",84,"B6C","繁星推薦一般考生"
410272114,"SG","理工學院","54","生命科學系",95,"B2D","申請入學學士班"
410272126,"SG","理工學院","54","生命科學系",53,"B2D","申請入學學士班"
410272138,"SG","理工學院","54","生命科學系",93,"B2D","申請入學學士班"
410272140,"SG","理工學院","54","生命科學系",80,"B2D","申請入學學士班"
410272164,"SG","理工學院","54","生命科學系",87,"B2D","申請入學學士班"
410272176,"SG","理工學院","54","生命科學系",62,"B2D","申請入學學士班"
410272188,"SG","理工學院","54","生命科學系",85,"B2D","申請入學學士班"
410272190,"SG","理工學院","54","生命科學系",90,"B2D","申請入學學士班"
410272205,"SG","理工學院","54","生命科學系",94,"B2D","申請入學學士班"
410272217,"SG","理工學院","54","生命科學系",81,"B2D","申請入學學士班"
410272229,"SG","理工學院","54","生命科學系",59,"B2D","申請入學學士班"
410272231,"SG","理工學院","54","生命科學系",69,"B2D","申請入學學士班"
410272243,"SG","理工學院","54","生命科學系",86,"B2D","申請入學學士班"
410272255,"SG","理工學院","54","生命科學系",89,"B2D","申請入學學士班"
410272267,"SG","理工學院","54","生命科學系",84,"B2D","申請入學學士班"
410272279,"SG","理工學院","54","生命科學系",78,"B2D","申請入學學士班"
410272281,"SG","理工學院","54","生命科學系",81,"B2D","申請入學學士班"
410272293,"SG","理工學院","54","生命科學系",73,"B2D","申請入學學士班"
410272308,"SG","理工學院","54","生命科學系",70,"B2D","申請入學學士班"
410272310,"SG","理工學院","54","生命科學系",75,"B2D","申請入學學士班"
410272322,"SG","理工學院","54","生命科學系",83,"B2D","申請入學學士班"
410272334,"SG","理工學院","54","生命科學系",80,"B2D","申請入學學士班"
410272346,"SG","理工學院","54","生命科學系",78,"B2D","申請入學學士班"
410272358,"SG","理工學院","54","生命科學系",74,"B2D","申請入學學士班"
410272360,"SG","理工學院","54","生命科學系",68,"B2D","申請入學學士班"
410272372,"SG","理工學院","54","生命科學系",72,"B2D","申請入學學士班"
410272384,"SG","理工學院","54","生命科學系",70,"B2D","申請入學學士班"
410272396,"SG","理工學院","54","生命科學系",60,"B2D","申請入學學士班"
410272401,"SG","理工學院","54","生命科學系",83,"B2D","申請入學學士班"
410272413,"SG","理工學院","54","生命科學系",81,"B2D","申請入學學士班"
410272425,"SG","理工學院","54","生命科學系",68,"B2D","申請入學學士班"
410272437,"SG","理工學院","54","生命科學系",66,"B1D","學士班指考"
410272451,"SG","理工學院","54","生命科學系",94,"B1D","學士班指考"
410272463,"SG","理工學院","54","生命科學系",77,"B1D","學士班指考"
410272504,"SG","理工學院","54","生命科學系",70,"B1D","學士班指考"
410272516,"SG","理工學院","54","生命科學系",73,"B1D","學士班指考"
410272528,"SG","理工學院","54","生命科學系",63,"B1D","學士班指考"
410272530,"SG","理工學院","54","生命科學系",87,"B1D","學士班指考"
410272542,"SG","理工學院","54","生命科學系",70,"B1D","學士班指考"
410272554,"SG","理工學院","54","生命科學系",80,"B1D","學士班指考"
410280018,"SG","理工學院","55","物理學系物理組",62,"B6C","繁星推薦一般考生"
410280020,"SG","理工學院","55","物理學系物理組",71,"B6C","繁星推薦一般考生"
410280032,"SG","理工學院","55","物理學系物理組",66,"B6C","繁星推薦一般考生"
410280044,"SG","理工學院","55","物理學系物理組",71,"B6C","繁星推薦一般考生"
410280056,"SG","理工學院","55","物理學系物理組",57,"B6C","繁星推薦一般考生"
410280068,"SG","理工學院","55","物理學系物理組",64,"B6C","繁星推薦一般考生"
410280070,"SG","理工學院","55","物理學系物理組",65,"B6C","繁星推薦一般考生"
410280082,"SG","理工學院","55","物理學系物理組",73,"B6C","繁星推薦一般考生"
410280094,"SG","理工學院","55","物理學系物理組",76,"B6C","繁星推薦一般考生"
410280109,"SG","理工學院","55","物理學系物理組",62,"B6C","繁星推薦一般考生"
410280123,"SG","理工學院","55","物理學系物理組",66,"B6C","繁星推薦一般考生"
410280135,"SG","理工學院","55","物理學系物理組",66,"B6C","繁星推薦一般考生"
410280147,"SG","理工學院","55","物理學系物理組",87,"B2D","申請入學學士班"
410280159,"SG","理工學院","55","物理學系物理組",90,"B2D","申請入學學士班"
410280161,"SG","理工學院","55","物理學系物理組",81,"B2D","申請入學學士班"
410280173,"SG","理工學院","55","物理學系物理組",73,"B2D","申請入學學士班"
410280185,"SG","理工學院","55","物理學系物理組",63,"B2D","申請入學學士班"
410280197,"SG","理工學院","55","物理學系物理組",68,"B2D","申請入學學士班"
410280202,"SG","理工學院","55","物理學系物理組",73,"B2D","申請入學學士班"
410280214,"SG","理工學院","55","物理學系物理組",50,"B2D","申請入學學士班"
410280226,"SG","理工學院","55","物理學系物理組",61,"B2D","申請入學學士班"
410280238,"SG","理工學院","55","物理學系物理組",35,"B2D","申請入學學士班"
410280240,"SG","理工學院","55","物理學系物理組",83,"B2D","申請入學學士班"
410280252,"SG","理工學院","55","物理學系物理組",62,"B2D","申請入學學士班"
410280264,"SG","理工學院","55","物理學系物理組",57,"B2D","申請入學學士班"
410280276,"SG","理工學院","55","物理學系物理組",49,"B2D","申請入學學士班"
410280288,"SG","理工學院","55","物理學系物理組",73,"B2D","申請入學學士班"
410280290,"SG","理工學院","55","物理學系物理組",58,"B2D","申請入學學士班"
410280305,"SG","理工學院","55","物理學系物理組",46,"B2D","申請入學學士班"
410280317,"SG","理工學院","55","物理學系物理組",75,"B2D","申請入學學士班"
410280329,"SG","理工學院","55","物理學系物理組",75,"B1D","學士班指考"
410280331,"SG","理工學院","55","物理學系物理組",73,"B2D","申請入學學士班"
410280343,"SG","理工學院","55","物理學系物理組",64,"B2D","申請入學學士班"
410280355,"SG","理工學院","55","物理學系物理組",69,"B2D","申請入學學士班"
410280367,"SG","理工學院","55","物理學系物理組",66,"B2D","申請入學學士班"
410280379,"SG","理工學院","55","物理學系物理組",33,"B2E","申請入學原住民"
410280381,"SG","理工學院","55","物理學系物理組",70,"B1D","學士班指考"
410280408,"SG","理工學院","55","物理學系物理組",64,"B1D","學士班指考"
410280410,"SG","理工學院","55","物理學系物理組",48,"B1D","學士班指考"
410280422,"SG","理工學院","55","物理學系物理組",51,"B1D","學士班指考"
410280446,"SG","理工學院","55","物理學系物理組",50,"B1D","學士班指考"
410280458,"SG","理工學院","55","物理學系物理組",44,"B1D","學士班指考"
410280460,"SG","理工學院","55","物理學系物理組",44,"B1D","學士班指考"
410280472,"SG","理工學院","55","物理學系物理組",72,"B1D","學士班指考"
410280484,"SG","理工學院","55","物理學系物理組",65,"B1D","學士班指考"
410280496,"SG","理工學院","55","物理學系物理組",63,"B1D","學士班指考"
410280501,"SG","理工學院","55","物理學系物理組",67,"B1D","學士班指考"
410280513,"SG","理工學院","55","物理學系物理組",70,"B1D","學士班指考"
410280525,"SG","理工學院","55","物理學系物理組",34,"B1D","學士班指考"
410280537,"SG","理工學院","55","物理學系物理組",75,"B1D","學士班指考"
410280549,"SG","理工學院","55","物理學系物理組",78,"B1D","學士班指考"
410280551,"SG","理工學院","55","物理學系物理組",18,"B1D","學士班指考"
410280563,"SG","理工學院","55","物理學系物理組",62,"B1D","學士班指考"
410280575,"SG","理工學院","55","物理學系物理組",63,"B1D","學士班指考"
410290013,"SG","理工學院","56","物理學系光電物理組",76,"B6C","繁星推薦一般考生"
410290025,"SG","理工學院","56","物理學系光電物理組",79,"B6C","繁星推薦一般考生"
410290037,"SG","理工學院","56","物理學系光電物理組",83,"B6C","繁星推薦一般考生"
410290049,"SG","理工學院","56","物理學系光電物理組",82,"B6C","繁星推薦一般考生"
410290051,"SG","理工學院","56","物理學系光電物理組",82,"B6C","繁星推薦一般考生"
410290063,"SG","理工學院","56","物理學系光電物理組",83,"B6C","繁星推薦一般考生"
410290075,"SG","理工學院","56","物理學系光電物理組",83,"B6C","繁星推薦一般考生"
410290087,"SG","理工學院","56","物理學系光電物理組",75,"B6C","繁星推薦一般考生"
410290099,"SG","理工學院","56","物理學系光電物理組",84,"B6C","繁星推薦一般考生"
410290104,"SG","理工學院","56","物理學系光電物理組",82,"B6C","繁星推薦一般考生"
410290116,"SG","理工學院","56","物理學系光電物理組",81,"B6C","繁星推薦一般考生"
410290128,"SG","理工學院","56","物理學系光電物理組",80,"B6C","繁星推薦一般考生"
410290130,"SG","理工學院","56","物理學系光電物理組",71,"B6C","繁星推薦一般考生"
410290142,"SG","理工學院","56","物理學系光電物理組",75,"B2D","申請入學學士班"
410290154,"SG","理工學院","56","物理學系光電物理組",93,"B2D","申請入學學士班"
410290166,"SG","理工學院","56","物理學系光電物理組",88,"B2D","申請入學學士班"
410290178,"SG","理工學院","56","物理學系光電物理組",83,"B2D","申請入學學士班"
410290180,"SG","理工學院","56","物理學系光電物理組",78,"B2D","申請入學學士班"
410290192,"SG","理工學院","56","物理學系光電物理組",88,"B2D","申請入學學士班"
410290207,"SG","理工學院","56","物理學系光電物理組",72,"B2D","申請入學學士班"
410290221,"SG","理工學院","56","物理學系光電物理組",53,"B2D","申請入學學士班"
410290233,"SG","理工學院","56","物理學系光電物理組",80,"B2D","申請入學學士班"
410290245,"SG","理工學院","56","物理學系光電物理組",78,"B2D","申請入學學士班"
410290269,"SG","理工學院","56","物理學系光電物理組",71,"B2D","申請入學學士班"
410290271,"SG","理工學院","56","物理學系光電物理組",68,"B2D","申請入學學士班"
410290283,"SG","理工學院","56","物理學系光電物理組",75,"B2D","申請入學學士班"
410290295,"SG","理工學院","56","物理學系光電物理組",79,"B2D","申請入學學士班"
410290300,"SG","理工學院","56","物理學系光電物理組",68,"B2D","申請入學學士班"
410290312,"SG","理工學院","56","物理學系光電物理組",73,"B2D","申請入學學士班"
410290324,"SG","理工學院","56","物理學系光電物理組",73,"B2D","申請入學學士班"
410290336,"SG","理工學院","56","物理學系光電物理組",60,"B2D","申請入學學士班"
410290348,"SG","理工學院","56","物理學系光電物理組",75,"B2D","申請入學學士班"
410290350,"SG","理工學院","56","物理學系光電物理組",42,"B2D","申請入學學士班"
410290362,"SG","理工學院","56","物理學系光電物理組",66,"B2D","申請入學學士班"
410290374,"SG","理工學院","56","物理學系光電物理組",73,"B2D","申請入學學士班"
410290386,"SG","理工學院","56","物理學系光電物理組",67,"B2D","申請入學學士班"
410290398,"SG","理工學院","56","物理學系光電物理組",67,"B2D","申請入學學士班"
410290403,"SG","理工學院","56","物理學系光電物理組",55,"B2D","申請入學學士班"
410290415,"SG","理工學院","56","物理學系光電物理組",63,"B2D","申請入學學士班"
410290427,"SG","理工學院","56","物理學系光電物理組",74,"B2D","申請入學學士班"
410290439,"SG","理工學院","56","物理學系光電物理組",62,"B2D","申請入學學士班"
410290441,"SG","理工學院","56","物理學系光電物理組",74,"B1D","學士班指考"
410290489,"SG","理工學院","56","物理學系光電物理組",48,"B1D","學士班指考"
410290491,"SG","理工學院","56","物理學系光電物理組",35,"B1D","學士班指考"
410290506,"SG","理工學院","56","物理學系光電物理組",56,"B1D","學士班指考"
410290518,"SG","理工學院","56","物理學系光電物理組",75,"B1D","學士班指考"
410290532,"SG","理工學院","56","物理學系光電物理組",66,"B1D","學士班指考"
410290544,"SG","理工學院","56","物理學系光電物理組",89,"B1D","學士班指考"
410290556,"SG","理工學院","56","物理學系光電物理組",47,"B1D","學士班指考"
410301018,"HG","民生學院","57","餐旅管理學系",81,"B3A","分發入學僑生"
410301068,"HG","民生學院","57","餐旅管理學系",66,"B2B","申請入學外籍生"
410301070,"HG","民生學院","57","餐旅管理學系",54,"B2B","申請入學外籍生"
410301082,"HG","民生學院","57","餐旅管理學系",67,"B1S","特殊選才"
410301094,"HG","民生學院","57","餐旅管理學系",83,"B6C","繁星推薦一般考生"
410301109,"HG","民生學院","57","餐旅管理學系",73,"B6C","繁星推薦一般考生"
410301111,"HG","民生學院","57","餐旅管理學系",90,"B6C","繁星推薦一般考生"
410301123,"HG","民生學院","57","餐旅管理學系",78,"B6C","繁星推薦一般考生"
410301135,"HG","民生學院","57","餐旅管理學系",85,"B6C","繁星推薦一般考生"
410301147,"HG","民生學院","57","餐旅管理學系",85,"B6C","繁星推薦一般考生"
410301159,"HG","民生學院","57","餐旅管理學系",71,"B6C","繁星推薦一般考生"
410301161,"HG","民生學院","57","餐旅管理學系",86,"B6C","繁星推薦一般考生"
410301173,"HG","民生學院","57","餐旅管理學系",90,"B2D","申請入學學士班"
410301185,"HG","民生學院","57","餐旅管理學系",84,"B2D","申請入學學士班"
410301197,"HG","民生學院","57","餐旅管理學系",74,"B2D","申請入學學士班"
410301202,"HG","民生學院","57","餐旅管理學系",84,"B2D","申請入學學士班"
410301214,"HG","民生學院","57","餐旅管理學系",74,"B2D","申請入學學士班"
410301226,"HG","民生學院","57","餐旅管理學系",78,"B2D","申請入學學士班"
410301238,"HG","民生學院","57","餐旅管理學系",65,"B2D","申請入學學士班"
410301240,"HG","民生學院","57","餐旅管理學系",84,"B2D","申請入學學士班"
410301252,"HG","民生學院","57","餐旅管理學系",86,"B2D","申請入學學士班"
410301264,"HG","民生學院","57","餐旅管理學系",69,"B2D","申請入學學士班"
410301276,"HG","民生學院","57","餐旅管理學系",77,"B2D","申請入學學士班"
410301288,"HG","民生學院","57","餐旅管理學系",68,"B2D","申請入學學士班"
410301290,"HG","民生學院","57","餐旅管理學系",83,"B2D","申請入學學士班"
410301305,"HG","民生學院","57","餐旅管理學系",70,"B2D","申請入學學士班"
410301317,"HG","民生學院","57","餐旅管理學系",71,"B2D","申請入學學士班"
410301329,"HG","民生學院","57","餐旅管理學系",80,"B2D","申請入學學士班"
410301331,"HG","民生學院","57","餐旅管理學系",71,"B2D","申請入學學士班"
410301343,"HG","民生學院","57","餐旅管理學系",76,"B2D","申請入學學士班"
410301355,"HG","民生學院","57","餐旅管理學系",71,"B2D","申請入學學士班"
410301367,"HG","民生學院","57","餐旅管理學系",87,"B2D","申請入學學士班"
410301379,"HG","民生學院","57","餐旅管理學系",72,"B2D","申請入學學士班"
410301381,"HG","民生學院","57","餐旅管理學系",78,"B2D","申請入學學士班"
410301393,"HG","民生學院","57","餐旅管理學系",77,"B2D","申請入學學士班"
410301408,"HG","民生學院","57","餐旅管理學系",80,"B2D","申請入學學士班"
410301410,"HG","民生學院","57","餐旅管理學系",72,"B2D","申請入學學士班"
410301422,"HG","民生學院","57","餐旅管理學系",71,"B2D","申請入學學士班"
410301434,"HG","民生學院","57","餐旅管理學系",81,"B2D","申請入學學士班"
410301446,"HG","民生學院","57","餐旅管理學系",77,"B2D","申請入學學士班"
410301458,"HG","民生學院","57","餐旅管理學系",62,"B2D","申請入學學士班"
410301460,"HG","民生學院","57","餐旅管理學系",69,"B2D","申請入學學士班"
410301472,"HG","民生學院","57","餐旅管理學系",54,"B2D","申請入學學士班"
410301484,"HG","民生學院","57","餐旅管理學系",75,"B2D","申請入學學士班"
410301496,"HG","民生學院","57","餐旅管理學系",77,"B2D","申請入學學士班"
410301501,"HG","民生學院","57","餐旅管理學系",72,"B2D","申請入學學士班"
410301513,"HG","民生學院","57","餐旅管理學系",77,"B2D","申請入學學士班"
410301525,"HG","民生學院","57","餐旅管理學系",82,"B2G","申請入學離島生"
410301537,"HG","民生學院","57","餐旅管理學系",75,"B3A","分發入學僑生"
410301551,"HG","民生學院","57","餐旅管理學系",75,"B3A","分發入學僑生"
410301563,"HG","民生學院","57","餐旅管理學系",87,"B1D","學士班指考"
410301575,"HG","民生學院","57","餐旅管理學系",75,"B1D","學士班指考"
410301587,"HG","民生學院","57","餐旅管理學系",63,"B1D","學士班指考"
410301599,"HG","民生學院","57","餐旅管理學系",74,"B1D","學士班指考"
410301604,"HG","民生學院","57","餐旅管理學系",72,"B1D","學士班指考"
410301616,"HG","民生學院","57","餐旅管理學系",73,"B1D","學士班指考"
410301628,"HG","民生學院","57","餐旅管理學系",59,"B1D","學士班指考"
410301642,"HG","民生學院","57","餐旅管理學系",73,"B1D","學士班指考"
410301654,"HG","民生學院","57","餐旅管理學系",75,"B1D","學士班指考"
410301666,"HG","民生學院","57","餐旅管理學系",63,"B1D","學士班指考"
410302050,"HG","民生學院","57","餐旅管理學系",74,"B2B","申請入學外籍生"
410302074,"HG","民生學院","57","餐旅管理學系",64,"B3A","分發入學僑生"
410302086,"HG","民生學院","57","餐旅管理學系",84,"B6C","繁星推薦一般考生"
410302098,"HG","民生學院","57","餐旅管理學系",77,"B6C","繁星推薦一般考生"
410302103,"HG","民生學院","57","餐旅管理學系",89,"B6C","繁星推薦一般考生"
410302115,"HG","民生學院","57","餐旅管理學系",69,"B6C","繁星推薦一般考生"
410302127,"HG","民生學院","57","餐旅管理學系",90,"B6C","繁星推薦一般考生"
410302139,"HG","民生學院","57","餐旅管理學系",84,"B6C","繁星推薦一般考生"
410302141,"HG","民生學院","57","餐旅管理學系",85,"B6C","繁星推薦一般考生"
410302153,"HG","民生學院","57","餐旅管理學系",85,"B6C","繁星推薦一般考生"
410302165,"HG","民生學院","57","餐旅管理學系",76,"B6C","繁星推薦一般考生"
410302177,"HG","民生學院","57","餐旅管理學系",55,"B2D","申請入學學士班"
410302189,"HG","民生學院","57","餐旅管理學系",81,"B2D","申請入學學士班"
410302191,"HG","民生學院","57","餐旅管理學系",74,"B2D","申請入學學士班"
410302206,"HG","民生學院","57","餐旅管理學系",78,"B2D","申請入學學士班"
410302218,"HG","民生學院","57","餐旅管理學系",85,"B2D","申請入學學士班"
410302232,"HG","民生學院","57","餐旅管理學系",82,"B2D","申請入學學士班"
410302244,"HG","民生學院","57","餐旅管理學系",74,"B2D","申請入學學士班"
410302256,"HG","民生學院","57","餐旅管理學系",70,"B2D","申請入學學士班"
410302270,"HG","民生學院","57","餐旅管理學系",73,"B2D","申請入學學士班"
410302282,"HG","民生學院","57","餐旅管理學系",77,"B2D","申請入學學士班"
410302294,"HG","民生學院","57","餐旅管理學系",51,"B2D","申請入學學士班"
410302309,"HG","民生學院","57","餐旅管理學系",39,"B2D","申請入學學士班"
410302311,"HG","民生學院","57","餐旅管理學系",82,"B2D","申請入學學士班"
410302323,"HG","民生學院","57","餐旅管理學系",87,"B2D","申請入學學士班"
410302335,"HG","民生學院","57","餐旅管理學系",86,"B2D","申請入學學士班"
410302347,"HG","民生學院","57","餐旅管理學系",61,"B2D","申請入學學士班"
410302359,"HG","民生學院","57","餐旅管理學系",83,"B2D","申請入學學士班"
410302361,"HG","民生學院","57","餐旅管理學系",54,"B2D","申請入學學士班"
410302373,"HG","民生學院","57","餐旅管理學系",60,"B2D","申請入學學士班"
410302385,"HG","民生學院","57","餐旅管理學系",83,"B2D","申請入學學士班"
410302397,"HG","民生學院","57","餐旅管理學系",78,"B2D","申請入學學士班"
410302402,"HG","民生學院","57","餐旅管理學系",73,"B2D","申請入學學士班"
410302414,"HG","民生學院","57","餐旅管理學系",71,"B2D","申請入學學士班"
410302426,"HG","民生學院","57","餐旅管理學系",76,"B2D","申請入學學士班"
410302438,"HG","民生學院","57","餐旅管理學系",83,"B2D","申請入學學士班"
410302440,"HG","民生學院","57","餐旅管理學系",83,"B2D","申請入學學士班"
410302452,"HG","民生學院","57","餐旅管理學系",80,"B2D","申請入學學士班"
410302464,"HG","民生學院","57","餐旅管理學系",73,"B2D","申請入學學士班"
410302476,"HG","民生學院","57","餐旅管理學系",77,"B2D","申請入學學士班"
410302488,"HG","民生學院","57","餐旅管理學系",79,"B2D","申請入學學士班"
410302490,"HG","民生學院","57","餐旅管理學系",77,"B2D","申請入學學士班"
410302505,"HG","民生學院","57","餐旅管理學系",74,"B2D","申請入學學士班"
410302517,"HG","民生學院","57","餐旅管理學系",76,"B2D","申請入學學士班"
410302529,"HG","民生學院","57","餐旅管理學系",75,"B3A","分發入學僑生"
410302531,"HG","民生學院","57","餐旅管理學系",68,"B3A","分發入學僑生"
410302567,"HG","民生學院","57","餐旅管理學系",76,"B1D","學士班指考"
410302579,"HG","民生學院","57","餐旅管理學系",88,"B1D","學士班指考"
410302581,"HG","民生學院","57","餐旅管理學系",84,"B1D","學士班指考"
410302593,"HG","民生學院","57","餐旅管理學系",78,"B1D","學士班指考"
410302608,"HG","民生學院","57","餐旅管理學系",78,"B1D","學士班指考"
410302610,"HG","民生學院","57","餐旅管理學系",63,"B1D","學士班指考"
410302622,"HG","民生學院","57","餐旅管理學系",71,"B1D","學士班指考"
410302634,"HG","民生學院","57","餐旅管理學系",78,"B1D","學士班指考"
410302646,"HG","民生學院","57","餐旅管理學系",86,"B1D","學士班指考"
410302658,"HG","民生學院","57","餐旅管理學系",74,"B1D","學士班指考"
410302660,"HG","民生學院","57","餐旅管理學系",77,"B1D","學士班指考"
410310033,"HG","民生學院","58","兒童與家庭學系",84,"B6C","繁星推薦一般考生"
410310045,"HG","民生學院","58","兒童與家庭學系",79,"B6C","繁星推薦一般考生"
